Ligand luteolin with energy ,Binding Affinity,rmsd/ub, rmsd/lb,Name of comp
new_101243424_uff_E=1285.22,-11.2,0,0,Luteolin 3'-O-Beta-D-Glucopyranoside-4'-O-Alpha-L-Rhamnopyranosyl-(1-2)-Beta-D-Glucopyranoside
new_86289445_uff_E=880.69,-11,0,0,"Luteolin 7-O-[(Beta-D-Glucosiduronate)-(1->2)-(Beta-D-Glucosiduronate)](3-); CHEBI:77989; Q27147573; Luteolin 7-O-[(Beta-D-Glucuronosyl)-(1->2)-(Beta-D-Glucuronide)]; 2-(3,4-Dihydroxyphenyl)-7-{[2-O-(Beta-D-Glucopyranuronosyl)-Beta-D-Glucopyranuronosyl]Oxy}-4-Oxo-4H-Chromen-5-Olate"
new_125350333_uff_E=662.34,-10.8,0,0,"3,4-Diphenylmethylidene Luteolin; 1201808-21-0; 2-(2,2-Diphenyl-1,3-Benzodioxol-5-Yl)-5,7-Dihydroxychromen-4-One; 2-(2,2-Diphenylbenzo[D][1,3]Dioxol-5-Yl)-5,7-Dihydroxy-4H-Chromen-4-One"
new_125350333_uff_E=662.34,-10.7,0,0,
new_125350333_uff_E=662.34,-10.7,0,0,
new_125350333_uff_E=662.34,-10.7,0,0,
new_86289445_uff_E=880.69,-10.7,3.7,2.991,
new_122377901_uff_E=1084.41,-10.6,0,0,
new_86289374_uff_E=1264.30,-10.6,0,0,
new_86289374_uff_E=1264.30,-10.6,4.166,2.668,
new_86289374_uff_E=1264.30,-10.6,3.338,2.126,
new_12315422_uff_E=790.73,-10.5,0,0,
new_125350333_uff_E=662.34,-10.5,11.683,6.01,
new_125350333_uff_E=662.34,-10.5,12.126,6.111,
new_125350333_uff_E=662.34,-10.5,18.656,15.972,
new_12315422_uff_E=790.73,-10.4,0,0,
new_12315422_uff_E=790.73,-10.4,11.119,3.487,
new_12315422_uff_E=790.73,-10.4,6.944,4.343,
new_125350333_uff_E=662.34,-10.4,11.997,5.915,
new_12315422_uff_E=790.73,-10.4,0,0,
new_86289374_uff_E=1264.30,-10.4,47.711,39.653,
new_12315422_uff_E=790.73,-10.3,9.217,5.221,
new_12315422_uff_E=790.73,-10.3,8.963,4.349,
new_12315422_uff_E=790.73,-10.3,1.951,0.837,
new_12315425_uff_E=672.48,-10.3,0,0,
new_124708103_uff_E=502.65,-10.3,0,0,
new_125350333_uff_E=662.34,-10.3,4.062,1.747,
new_124708103_uff_E=502.65,-10.3,0,0,
new_12315422_uff_E=790.73,-10.3,8.799,5.093,
new_12315422_uff_E=790.73,-10.3,6.289,2.416,
new_12315422_uff_E=790.73,-10.3,22.748,17.783,
new_12315422_uff_E=790.73,-10.3,4.064,2.484,
new_12315422_uff_E=790.73,-10.3,6.747,4.422,
new_124708103_uff_E=502.65,-10.3,0,0,
new_124708103_uff_E=502.65,-10.3,0,0,
new_86289374_uff_E=1264.30,-10.3,48.212,40.207,
new_12315422_uff_E=790.73,-10.2,6.894,4.171,
new_12315422_uff_E=790.73,-10.2,7.536,4.416,
new_12315422_uff_E=790.73,-10.2,9.388,4.317,
new_12315425_uff_E=672.48,-10.2,6.713,2.683,
new_12315425_uff_E=672.48,-10.2,8.368,4.127,
new_12302234_uff_E=999.25,-10.2,0,0,
new_12302234_uff_E=999.25,-10.2,8.518,4.194,
new_125350333_uff_E=662.34,-10.2,4.087,1.768,
new_12315422_uff_E=790.73,-10.2,7.343,4.232,
new_125350333_uff_E=662.34,-10.2,3.987,2.298,
new_12315422_uff_E=790.73,-10.2,6.882,3.045,
new_86289374_uff_E=1264.30,-10.2,49.403,41.26,
new_101243424_uff_E=1285.22,-10.2,9.051,2.595,
new_12315422_uff_E=790.73,-10.1,7.513,4.407,
new_125350333_uff_E=662.34,-10.1,3.975,1.632,
new_12315422_uff_E=790.73,-10.1,0,0,
new_125350333_uff_E=662.34,-10.1,39.048,33.087,
new_86289374_uff_E=1264.30,-10.1,2.377,1.588,
new_122377901_uff_E=1084.41,-10,0,0,
new_12315422_uff_E=790.73,-10,22.976,17.904,
new_12315425_uff_E=672.48,-10,10.387,4.729,
new_12315425_uff_E=672.48,-10,8.842,5.624,
new_124708103_uff_E=502.65,-10,40.738,32.6,
new_126962575_uff_E=554.69,-10,0,0,
new_12315422_uff_E=790.73,-10,7.566,3.562,
new_12315422_uff_E=790.73,-10,9.324,4.019,
new_125350333_uff_E=662.34,-10,4.002,1.645,
new_124708103_uff_E=502.65,-10,40.734,32.595,
new_126962575_uff_E=554.69,-10,0,0,
new_123132010_uff_E=924.04,-10,0,0,
new_12315422_uff_E=790.73,-10,4.28,3.072,
new_124708103_uff_E=502.65,-10,40.726,32.586,
new_86289318_uff_E=418.70,-10,0,0,
new_86289374_uff_E=1264.30,-10,49.566,41.39,
new_91666353_uff_E=737.88,-10,0,0,
new_122377901_uff_E=1084.41,-9.9,9.822,4.432,
new_12302234_uff_E=999.25,-9.9,0,0,
new_12315425_uff_E=672.48,-9.9,8.283,1.773,
new_125350333_uff_E=662.34,-9.9,39.122,33.26,
new_12315422_uff_E=790.73,-9.9,7.213,3.536,
new_124708103_uff_E=502.65,-9.9,40.667,32.538,
new_125350333_uff_E=662.34,-9.9,39.138,33.277,
new_122377901_uff_E=1084.41,-9.9,7.64,5.611,
new_123132010_uff_E=924.04,-9.9,21.56,17.906,
new_12315422_uff_E=790.73,-9.9,6.151,2.75,
new_12315422_uff_E=790.73,-9.9,6.648,2.407,
new_126962575_uff_E=554.69,-9.9,0,0,
new_86289374_uff_E=1264.30,-9.9,48.37,40.283,
new_86289445_uff_E=880.69,-9.9,4.813,3.591,
new_91129494_uff_E=556.93,-9.9,0,0,
new_101243424_uff_E=1285.22,-9.9,8.916,2.89,
new_12302234_uff_E=999.25,-9.8,9.096,4.626,
new_12302234_uff_E=999.25,-9.8,7.791,3.144,
new_12315425_uff_E=672.48,-9.8,7.16,3.279,
new_124708103_uff_E=502.65,-9.8,40.427,32.495,
new_125350333_uff_E=662.34,-9.8,9.804,2.497,
new_126962575_uff_E=554.69,-9.8,21.175,16.569,
new_12302234_uff_E=999.25,-9.8,8.372,4.956,
new_12302234_uff_E=999.25,-9.8,22.894,19.951,
new_12315422_uff_E=790.73,-9.8,8.414,4.14,
new_12315422_uff_E=790.73,-9.8,8.541,3.286,
new_124708103_uff_E=502.65,-9.8,40.347,32.495,
new_12315425_uff_E=672.48,-9.8,0,0,
new_12302234_uff_E=999.25,-9.8,0,0,
new_12302234_uff_E=999.25,-9.8,6.335,3.649,
new_123132010_uff_E=924.04,-9.8,20.495,17.813,
new_12315422_uff_E=790.73,-9.8,21.437,18.006,
new_86289445_uff_E=880.69,-9.8,3.54,2.495,
new_86289445_uff_E=880.69,-9.8,23.032,17.936,
new_123132010_uff_E=924.04,-9.7,0,0,
new_12315425_uff_E=672.48,-9.7,6.618,2.038,
new_12315425_uff_E=672.48,-9.7,7.487,3.24,
new_125350333_uff_E=662.34,-9.7,40.881,36.939,
new_126962575_uff_E=554.69,-9.7,20.861,16.467,
new_12315422_uff_E=790.73,-9.7,4.588,3.413,
new_12315425_uff_E=672.48,-9.7,0,0,
new_12315425_uff_E=672.48,-9.7,5.679,2.556,
new_12315425_uff_E=672.48,-9.7,7.601,3.571,
new_12302234_uff_E=999.25,-9.7,0,0,
new_12315422_uff_E=790.73,-9.7,22.98,18.504,
new_12315422_uff_E=790.73,-9.7,8.962,2.114,
new_12315422_uff_E=790.73,-9.7,22.811,17.911,
new_124708103_uff_E=502.65,-9.7,40.543,32.562,
new_125350333_uff_E=662.34,-9.7,9.837,2.502,
new_126962575_uff_E=554.69,-9.7,2.055,1.085,
new_86289318_uff_E=418.70,-9.7,40.518,32.706,
new_86289445_uff_E=880.69,-9.7,6.888,3.198,
new_86289445_uff_E=880.69,-9.7,23.144,18.736,
new_101243424_uff_E=1285.22,-9.7,7.232,3.682,
new_101642677_uff_E=642.37,-9.7,0,0,
new_125350333_uff_E=662.34,-9.6,47.518,41.651,
new_12302234_uff_E=999.25,-9.6,22.323,18.159,
new_12302234_uff_E=999.25,-9.6,22.89,18.896,
new_12315422_uff_E=790.73,-9.6,7.704,1.909,
new_12315422_uff_E=790.73,-9.6,22.991,17.86,
new_12315425_uff_E=672.48,-9.6,5.452,2.848,
new_125350333_uff_E=662.34,-9.6,40.757,36.689,
new_125350333_uff_E=662.34,-9.6,47.531,41.656,
new_129669013_uff_E=732.10,-9.6,0,0,
new_12302234_uff_E=999.25,-9.6,21.718,17.969,
new_12302234_uff_E=999.25,-9.6,7.664,4.369,
new_12315425_uff_E=672.48,-9.6,9.145,3.686,
new_124708103_uff_E=502.65,-9.6,22.445,19.53,
new_125350333_uff_E=662.34,-9.6,21.409,18.635,
new_126962575_uff_E=554.69,-9.6,40.632,33.017,
new_129669013_uff_E=732.10,-9.6,0,0,
new_129669013_uff_E=732.10,-9.6,3.775,2.891,
new_11970135_uff_E=1286.14,-9.6,0,0,
new_124708103_uff_E=502.65,-9.6,22.443,19.527,
new_125350333_uff_E=662.34,-9.6,39.505,33.484,
new_86289361_uff_E=510.75,-9.6,0,0,
new_86289445_uff_E=880.69,-9.6,23.173,18.263,
new_86289445_uff_E=880.69,-9.6,22.925,18.761,
new_91129494_uff_E=556.93,-9.6,2.747,1.394,
new_101248035_uff_E=865.36,-9.6,0,0,
new_101536942_uff_E=476.78,-9.6,0,0,
new_12302234_uff_E=999.25,-9.5,10.737,5.377,
new_12302234_uff_E=999.25,-9.5,6.169,3.024,
new_12302234_uff_E=999.25,-9.5,8.657,4.711,
new_12304737_uff_E=675.41,-9.5,0,0,
new_12304738_uff_E=675.41,-9.5,0,0,
new_12304738_uff_E=675.41,-9.5,7.675,6.05,
new_12304738_uff_E=675.41,-9.5,20.659,17.285,
new_124708103_uff_E=502.65,-9.5,19.938,17.14,
new_124708103_uff_E=502.65,-9.5,23.172,20.769,
new_124708103_uff_E=502.65,-9.5,38.985,32.32,
new_125350333_uff_E=662.34,-9.5,41.532,35.056,
new_12302234_uff_E=999.25,-9.5,22.27,18.2,
new_12302234_uff_E=999.25,-9.5,8.387,4.11,
new_12304737_uff_E=675.41,-9.5,0,0,
new_12304737_uff_E=675.41,-9.5,16.625,14.029,
new_123132010_uff_E=924.04,-9.5,0,0,
new_124708103_uff_E=502.65,-9.5,39.007,32.32,
new_125350333_uff_E=662.34,-9.5,41.615,35.231,
new_126962575_uff_E=554.69,-9.5,0,0,
new_126962575_uff_E=554.69,-9.5,20.808,16.492,
new_12302234_uff_E=999.25,-9.5,7.954,3.024,
new_12304737_uff_E=675.41,-9.5,0,0,
new_12304737_uff_E=675.41,-9.5,20.686,17.305,
new_124708103_uff_E=502.65,-9.5,19.968,17.132,
new_124708103_uff_E=502.65,-9.5,22.289,19.505,
new_124708103_uff_E=502.65,-9.5,38.994,32.334,
new_126962575_uff_E=554.69,-9.5,22.403,19.521,
new_126962575_uff_E=554.69,-9.5,2.748,1.508,
new_129669013_uff_E=732.10,-9.5,10.655,5.177,
new_129669013_uff_E=732.10,-9.5,10.859,5.912,
new_122377901_uff_E=1084.41,-9.5,10.33,6.932,
new_122377901_uff_E=1084.41,-9.5,9.98,3.455,
new_12304737_uff_E=675.41,-9.5,0,0,
new_12304738_uff_E=675.41,-9.5,0,0,
new_123132010_uff_E=924.04,-9.5,21.366,17.973,
new_12315425_uff_E=672.48,-9.5,0,0,
new_124708103_uff_E=502.65,-9.5,19.971,17.13,
new_125350333_uff_E=662.34,-9.5,41.461,35.073,
new_126962575_uff_E=554.69,-9.5,2.841,1.418,
new_86289318_uff_E=418.70,-9.5,40.842,32.705,
new_86289361_uff_E=510.75,-9.5,40.625,32.787,
new_101248035_uff_E=865.36,-9.5,22.153,17.574,
new_101642677_uff_E=642.37,-9.5,21.555,18.307,
new_12302234_uff_E=999.25,-9.4,10.124,4.961,
new_12302234_uff_E=999.25,-9.4,22.583,18.527,
new_12304737_uff_E=675.41,-9.4,7.478,5.785,
new_125350333_uff_E=662.34,-9.4,47.521,42.437,
new_126962575_uff_E=554.69,-9.4,41.151,33.503,
new_126962575_uff_E=554.69,-9.4,20.756,16.623,
new_12302234_uff_E=999.25,-9.4,23.128,20.226,
new_12304738_uff_E=675.41,-9.4,0,0,
new_12304738_uff_E=675.41,-9.4,16.385,13.904,
new_124708103_uff_E=502.65,-9.4,40.808,32.713,
new_124708103_uff_E=502.65,-9.4,20.377,16.651,
new_125350333_uff_E=662.34,-9.4,47.647,42.458,
new_129669013_uff_E=732.10,-9.4,10.532,5.198,
new_12302234_uff_E=999.25,-9.4,22.303,18.584,
new_12304737_uff_E=675.41,-9.4,7.694,6.074,
new_12315425_uff_E=672.48,-9.4,5.675,2.702,
new_12315425_uff_E=672.48,-9.4,9.251,3.425,
new_12302234_uff_E=999.25,-9.4,7.307,3.773,
new_12309350_uff_E=491.36,-9.4,0,0,
new_124708103_uff_E=502.65,-9.4,2.086,1.319,
new_125350333_uff_E=662.34,-9.4,42.471,36.531,
new_125350333_uff_E=662.34,-9.4,12.586,4.735,
new_125350333_uff_E=662.34,-9.4,40.844,34.773,
new_126962575_uff_E=554.69,-9.4,23.33,18.732,
new_126962576_uff_E=824.32,-9.4,0,0,
new_126962576_uff_E=824.32,-9.4,17.151,10.751,
new_86289318_uff_E=418.70,-9.4,41.171,33.023,
new_91666353_uff_E=737.88,-9.4,6.168,4.568,
new_101243424_uff_E=1285.22,-9.4,22.612,18.833,
new_101243424_uff_E=1285.22,-9.4,22.509,17.048,
new_101243424_uff_E=1285.22,-9.4,7.482,3.522,
new_101248035_uff_E=865.36,-9.4,21.925,18.748,
new_101260574_uff_E=1167.45,-9.4,0,0,
new_101642677_uff_E=642.37,-9.4,10.16,2.663,
new_101675298_uff_E=553.50,-9.4,0,0,
new_12004585_uff_E=615.44,-9.3,0,0,
new_124708103_uff_E=502.65,-9.3,20.426,16.774,
new_126962575_uff_E=554.69,-9.3,41.106,33.467,
new_12004585_uff_E=615.44,-9.3,0,0,
new_12315425_uff_E=672.48,-9.3,7.965,2.577,
new_12315425_uff_E=672.48,-9.3,8.644,3.062,
new_126962575_uff_E=554.69,-9.3,11.168,7.556,
new_12004585_uff_E=615.44,-9.3,0,0,
new_12302234_uff_E=999.25,-9.3,23.417,18.193,
new_12302234_uff_E=999.25,-9.3,22.808,17.585,
new_12302234_uff_E=999.25,-9.3,8.487,4.123,
new_12304737_uff_E=675.41,-9.3,2.188,1.135,
new_12304738_uff_E=675.41,-9.3,0,0,
new_12304738_uff_E=675.41,-9.3,21.485,19.489,
new_123132010_uff_E=924.04,-9.3,0,0,
new_123132010_uff_E=924.04,-9.3,9.991,2.914,
new_124708103_uff_E=502.65,-9.3,22.059,18.364,
new_126962575_uff_E=554.69,-9.3,2.028,1.749,
new_126962575_uff_E=554.69,-9.3,20.461,16.427,
new_126962576_uff_E=824.32,-9.3,0,0,
new_126962576_uff_E=824.32,-9.3,5.818,3.893,
new_12004585_uff_E=615.44,-9.3,0,0,
new_122377901_uff_E=1084.41,-9.3,7.896,3.595,
new_12302234_uff_E=999.25,-9.3,9.147,4.288,
new_12309350_uff_E=491.36,-9.3,9.885,3.411,
new_12311139_uff_E=961.40,-9.3,0,0,
new_12311139_uff_E=961.40,-9.3,11.36,6.129,
new_123132010_uff_E=924.04,-9.3,19.939,17.562,
new_123132010_uff_E=924.04,-9.3,21.027,17.804,
new_124708103_uff_E=502.65,-9.3,19.266,16.514,
new_125350333_uff_E=662.34,-9.3,47.993,44.036,
new_126962575_uff_E=554.69,-9.3,7.014,2.609,
new_126962575_uff_E=554.69,-9.3,20.587,16.408,
new_126962575_uff_E=554.69,-9.3,41.041,33.537,
new_126962575_uff_E=554.69,-9.3,20.976,16.773,
new_126962575_uff_E=554.69,-9.3,21.741,18.82,
new_126962576_uff_E=824.32,-9.3,17.981,8.549,
new_86289318_uff_E=418.70,-9.3,39.414,32.631,
new_86289361_uff_E=510.75,-9.3,38.925,32.316,
new_91129494_uff_E=556.93,-9.3,1.813,1.584,
new_101248035_uff_E=865.36,-9.3,22.843,18.475,
new_101248035_uff_E=865.36,-9.3,43.563,39.403,
new_101536942_uff_E=476.78,-9.3,38.321,32.109,
new_101536942_uff_E=476.78,-9.3,35.946,30.902,
new_12004585_uff_E=615.44,-9.2,18.867,15.628,
new_12302234_uff_E=999.25,-9.2,7.489,3.94,
new_12304737_uff_E=675.41,-9.2,7.028,5.261,
new_126962575_uff_E=554.69,-9.2,39.767,32.633,
new_126962575_uff_E=554.69,-9.2,2.463,1.264,
new_126962575_uff_E=554.69,-9.2,19.84,16.528,
new_129669013_uff_E=732.10,-9.2,0,0,
new_12004585_uff_E=615.44,-9.2,18.865,15.626,
new_122377901_uff_E=1084.41,-9.2,0,0,
new_12315425_uff_E=672.48,-9.2,6.289,2.405,
new_12315425_uff_E=672.48,-9.2,8.955,3.836,
new_12315425_uff_E=672.48,-9.2,22.384,17.357,
new_124708103_uff_E=502.65,-9.2,22.276,20.301,
new_124708103_uff_E=502.65,-9.2,21.426,18.06,
new_126962576_uff_E=824.32,-9.2,0,0,
new_129669013_uff_E=732.10,-9.2,22.171,20.627,
new_129669013_uff_E=732.10,-9.2,18.993,16.81,
new_12302234_uff_E=999.25,-9.2,22.141,18.505,
new_12304737_uff_E=675.41,-9.2,9.859,2.06,
new_12315425_uff_E=672.48,-9.2,8.611,3.107,
new_124708103_uff_E=502.65,-9.2,22.28,20.301,
new_124708103_uff_E=502.65,-9.2,23.435,22.106,
new_125350333_uff_E=662.34,-9.2,19.766,17.174,
new_125350333_uff_E=662.34,-9.2,26.068,24.664,
new_126962575_uff_E=554.69,-9.2,39.752,32.628,
new_126962575_uff_E=554.69,-9.2,21.551,18.772,
new_126962575_uff_E=554.69,-9.2,21.977,18.971,
new_126962576_uff_E=824.32,-9.2,7.287,4.03,
new_126962576_uff_E=824.32,-9.2,5.703,4.514,
new_129669013_uff_E=732.10,-9.2,18.997,16.812,
new_11970135_uff_E=1286.14,-9.2,2.628,1.736,
new_12004585_uff_E=615.44,-9.2,18.861,15.619,
new_122377901_uff_E=1084.41,-9.2,7.824,5.875,
new_12302234_uff_E=999.25,-9.2,22.411,18.414,
new_12302234_uff_E=999.25,-9.2,22.553,18.876,
new_125350333_uff_E=662.34,-9.2,26.504,24.489,
new_126962576_uff_E=824.32,-9.2,2.184,1.15,
new_126962576_uff_E=824.32,-9.2,23.113,18.983,
new_126962576_uff_E=824.32,-9.2,2.581,1.918,
new_129669013_uff_E=732.10,-9.2,0,0,
new_86289318_uff_E=418.70,-9.2,2.302,1.098,
new_101248035_uff_E=865.36,-9.2,10,3.137,
new_101260574_uff_E=1167.45,-9.2,44.024,39.419,
new_101536942_uff_E=476.78,-9.2,7.738,3.908,
new_101675298_uff_E=553.50,-9.2,37.422,31.864,
new_101675298_uff_E=553.50,-9.2,21.689,18.518,
new_101916306_uff_E=309.84,-9.2,0,0,
new_122377901_uff_E=1084.41,-9.1,9.769,3.681,
new_122377901_uff_E=1084.41,-9.1,10.048,4.769,
new_12311139_uff_E=961.40,-9.1,0,0,
new_124708103_uff_E=502.65,-9.1,40.951,37.045,
new_124708103_uff_E=502.65,-9.1,22.372,20.334,
new_126962576_uff_E=824.32,-9.1,0,0,
new_129669013_uff_E=732.10,-9.1,2.087,1.479,
new_12311139_uff_E=961.40,-9.1,0,0,
new_124708103_uff_E=502.65,-9.1,40.923,37.028,
new_126962575_uff_E=554.69,-9.1,5.734,3.621,
new_129669013_uff_E=732.10,-9.1,18.974,17.312,
new_129669013_uff_E=732.10,-9.1,18.774,17.054,
new_129669013_uff_E=732.10,-9.1,18.873,15.842,
new_129669013_uff_E=732.10,-9.1,22.092,20.5,
new_12311139_uff_E=961.40,-9.1,0,0,
new_123132010_uff_E=924.04,-9.1,7.106,5.006,
new_123132010_uff_E=924.04,-9.1,7.042,4.383,
new_12315425_uff_E=672.48,-9.1,22.373,17.055,
new_12315425_uff_E=672.48,-9.1,22.409,17.351,
new_126962576_uff_E=824.32,-9.1,10.414,5.42,
new_126962576_uff_E=824.32,-9.1,22.322,17.869,
new_126962576_uff_E=824.32,-9.1,20.874,16.6,
new_126962576_uff_E=824.32,-9.1,20.226,15.65,
new_129669013_uff_E=732.10,-9.1,18.976,17.314,
new_129669013_uff_E=732.10,-9.1,18.875,15.811,
new_12302234_uff_E=999.25,-9.1,8.168,4.15,
new_12302234_uff_E=999.25,-9.1,22.887,20.055,
new_12309350_uff_E=491.36,-9.1,9.482,3.605,
new_12311139_uff_E=961.40,-9.1,18.658,15.731,
new_124708103_uff_E=502.65,-9.1,21.577,18.403,
new_124708103_uff_E=502.65,-9.1,19.393,16.299,
new_126962576_uff_E=824.32,-9.1,27.418,21.851,
new_86289318_uff_E=418.70,-9.1,42.133,35.781,
new_90658326_uff_E=611.53,-9.1,0,0,
new_91129494_uff_E=556.93,-9.1,8.382,3.886,
new_101243424_uff_E=1285.22,-9.1,22.727,17.369,
new_101675298_uff_E=553.50,-9.1,39.218,32.089,
new_101916306_uff_E=309.84,-9.1,19.58,15.246,
new_122377901_uff_E=1084.41,-9,19.828,16.735,
new_122377901_uff_E=1084.41,-9,5.697,3.239,
new_12311139_uff_E=961.40,-9,3.289,1.568,
new_122377901_uff_E=1084.41,-9,2.358,1.449,
new_12304738_uff_E=675.41,-9,12.6,6.094,
new_12311139_uff_E=961.40,-9,3.266,1.596,
new_12304738_uff_E=675.41,-9,36.11,31.423,
new_12309350_uff_E=491.36,-9,0,0,
new_12311139_uff_E=961.40,-9,3.286,1.566,
new_126962576_uff_E=824.32,-9,8.229,2.637,
new_129669013_uff_E=732.10,-9,18.826,17.09,
new_12304737_uff_E=675.41,-9,2.024,1.492,
new_12309350_uff_E=491.36,-9,20.207,16.516,
new_12311139_uff_E=961.40,-9,18.825,15.889,
new_12315425_uff_E=672.48,-9,6.666,3.631,
new_126962576_uff_E=824.32,-9,17.465,13.226,
new_129669013_uff_E=732.10,-9,22.943,21.691,
new_129669013_uff_E=732.10,-9,21.303,18.879,
new_86289318_uff_E=418.70,-9,40.368,32.951,
new_90658326_uff_E=611.53,-9,38.061,31.728,
new_91666353_uff_E=737.88,-9,6.496,4.673,
